"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","Food, Beverage & Tobacco","19/06/2007",4962030
"OAK","OAKRIDGE INTERNATIONAL LIMITED","Software & Services","22/06/2007",1289676
"OAR","OAR RESOURCES LIMITED","Materials","17/12/1998",7263114
"OAU","ORA GOLD LIMITED","Materials","22/03/2001",11810775
"OBL","OMNI BRIDGEWAY LIMITED","Financial Services","28/01/2000",758478732
"OBM","ORA BANDA MINING LTD","Materials","29/10/2002",241671034
"OCA","OCEANIA HEALTHCARE LIMITED","Health Care Equipment & Services","05/05/2017",455943437
"OCC","ORTHOCELL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","12/08/2014",70042590
"OCL","OBJECTIVE CORPORATION LIMITED","Software & Services","17/08/2000",1203293278
"OCN","OCEANA LITHIUM LIMITED","Materials","01/07/2022",20130000
"OCT","OCTAVA MINERALS LIMITED","Materials","16/09/2022",5537482
"OD6","OD6 METALS LIMITED","Materials","22/06/2022",24588179
"ODA","ORCODA LIMITED","Software & Services","15/09/1986",45132409
"ODM","ODIN METALS LIMITED","Materials","05/08/2010",11236832
"ODY","ODYSSEY GOLD LTD","Materials","30/11/2005",21435058
"OEC","ORBITAL CORPORATION LIMITED","Capital Goods","24/01/1989",18757649
"OEL","OTTO ENERGY LIMITED","Energy","22/12/2004",62335127
"OEQ","ORION EQUITIES LIMITED","Financial Services","19/11/1970",1361483
"OFX","OFX GROUP LIMITED","Financial Services","11/10/2013",375318810
"OIL","OPTISCAN IMAGING LIMITED","Health Care Equipment & Services","08/08/1997",56358504
"OJC","THE ORIGINAL JUICE CO. LTD","Food, Beverage & Tobacco","29/06/2012",26904987
"OKJ","OAKAJEE CORPORATION LIMITED","Materials","11/06/2008",1828921
"OKR","OKAPI RESOURCES LIMITED","Materials","28/09/2017",22210322
"OLH","OLDFIELDS HOLDINGS LIMITED","Capital Goods","15/06/1960",15181452
"OLI","OLIVER'S REAL FOOD LIMITED","Consumer Services","21/06/2017",10577566
"OLL","OPENLEARNING LIMITED","Software & Services","12/12/2019",10446894
"OLY","OLYMPIO METALS LIMITED","Commercial & Professional Services","12/09/2017",8163801
"OM1","OMNIA METALS GROUP LTD","Materials","02/03/2022",14995571
"OMA","OMEGA OIL & GAS LIMITED","Energy","25/10/2022",37611665
"OMH","OM HOLDINGS LIMITED","Materials","12/03/1998",469025819
"OML","OOH!MEDIA LIMITED","Media & Entertainment","17/12/2014",703000657
"OMX","ORANGE MINERALS NL","Materials","08/12/2021",4154826
"ONE","ONEVIEW HEALTHCARE PLC","Health Care Equipment & Services","17/03/2016","SUSPENDED"
"OOK","OOKAMI LIMITED","Materials","21/02/2000","SUSPENDED"
"OPA","OPTIMA TECHNOLOGY GROUP LTD","Software & Services","27/01/2011",4272814
"OPH","OPHIR HIGH CONVICTION FUND","Not Applic","19/12/2018",523150551
"OPL","OPYL LIMITED","Software & Services","07/03/1996",2001627
"OPN","OPENN NEGOTIATION LIMITED","Commercial & Professional Services","21/07/2021",8323077
"OPT","OPTHEA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/04/1991",317668415
"OPY","OPENPAY GROUP LTD","Financial Services","16/12/2019","SUSPENDED"
"ORA","ORORA LIMITED","Materials","18/12/2013",2831928497
"ORG","ORIGIN ENERGY LIMITED","Utilities","13/07/1961",14333260623
"ORI","ORICA LIMITED","Materials","28/11/1961",7107295100
"ORM","ORION METALS LIMITED","Materials","03/01/2007","SUSPENDED"
"ORN","ORION MINERALS LTD","Materials","31/10/2003",109315216
"ORR","ORECORP LIMITED","Materials","04/08/2011",143639121
"OSL","ONCOSIL MEDICAL LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/08/2005",27698783
"OSM","OSMOND RESOURCES LIMITED","Materials","22/04/2022",7930668
"OSX","OSTEOPORE LIMITED","Health Care Equipment & Services","23/09/2019",11105595
"OVN","OVENTUS MEDICAL LIMITED","Health Care Equipment & Services","19/07/2016","SUSPENDED"
"OXT","OREXPLORE TECHNOLOGIES LIMITED","Class Pend","21/01/2022",6012523
"OXX","OCTANEX LIMITED","Energy","06/11/2009","SUSPENDED"
"OZM","OZAURUM RESOURCES LIMITED","Materials","08/02/2021",6350000
"OZZ","OZZ RESOURCES LIMITED","Materials","05/07/2021",5459277
"PAA","PHARMAUST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","05/10/2001",28492945
"PAB","PATRYS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2007",24687221
"PAC","PACIFIC CURRENT GROUP LIMITED","Financial Services","25/09/1987",355858765
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","Not Applic","21/09/2015",314441402
"PAM","PAN ASIA METALS LIMITED","Materials","08/10/2020",44250897
"PAN","PANORAMIC RESOURCES LIMITED","Materials","14/09/2001",235855110
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","Pharmaceuticals, Biotechnology & Life Sciences","19/08/2015",265167914
"PAT","PATRIOT LITHIUM LIMITED","Materials","09/12/2022",23876876
"PBH","POINTSBET HOLDINGS LIMITED","Consumer Services","12/06/2019",474095062
"PBL","PARABELLUM RESOURCES LIMITED","Materials","29/11/2021","SUSPENDED"
"PBP","PROBIOTEC LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/11/2006",209001153
"PCG","PENGANA CAPITAL GROUP LIMITED","Financial Services","28/02/2001",143400685
"PCI","PERPETUAL CREDIT INCOME TRUST","Not Applic","14/05/2019",394953364
"PCK","PAINCHEK LTD","Health Care Equipment & Services","01/05/2012",35045718
"PCL","PANCONTINENTAL ENERGY NL","Energy","11/09/1986",83096451
"PDI","PREDICTIVE DISCOVERY LIMITED","Materials","01/12/2010",278628551
"PDN","PALADIN ENERGY LTD","Energy","29/03/1994",2011585973
"PE1","PENGANA PRIVATE EQUITY TRUST","Not Applic","30/04/2019",435364320
"PEB","PACIFIC EDGE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","27/09/2021",307938783
"PEC","PERPETUAL RESOURCES LIMITED","Materials","28/02/2013",7636776
"PEK","PEAK RARE EARTHS LIMITED","Materials","29/11/2006",126068796
"PEN","PENINSULA ENERGY LIMITED","Energy","26/05/1994",201128001
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","Commercial & Professional Services","16/08/2002",16234153
"PEX","PEEL MINING LIMITED","Materials","17/05/2007",75499823
"PFE","PANTERA MINERALS LIMITED","Materials","05/08/2021",6280090
"PFG","PRIME FINANCIAL GROUP LIMITED","Financial Services","07/12/2004",45182982
"PFP","PROPEL FUNERAL PARTNERS LIMITED","Consumer Services","23/11/2017",513125957
"PFT","PURE FOODS TASMANIA LIMITED","Food, Beverage & Tobacco","19/12/2005",14814888
"PGC","PARAGON CARE LIMITED","Health Care Equipment & Services","15/10/1999",164836482
"PGD","PEREGRINE GOLD LTD","Materials","31/03/2021",19355401
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","Not Applic","12/12/2013",725111012
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","Not Applic","26/09/2019",455342247
"PGH","PACT GROUP HOLDINGS LTD","Materials","17/12/2013",256496089
"PGL","PROSPA GROUP LIMITED.","Financial Services","11/06/2019",62082711
"PGM","PLATINA RESOURCES LIMITED","Materials","29/05/2006",21811312
"PGO","PACGOLD LIMITED","Materials","08/07/2021",22729192
"PGY","PILOT ENERGY LIMITED","Energy","20/04/2006",17503697
"PH2","PURE HYDROGEN CORPORATION LIMITED","Energy","12/03/2013",74584049
"PHL","PROPELL HOLDINGS LIMITED","Financial Services","14/04/2021",3129244
"PHO","PHOSCO LTD","Materials","17/12/2009",21404241
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","Not Applic","19/03/2004",252690624
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","Not Applic","18/12/2014",448390183
"PIL","PEPPERMINT INNOVATION LIMITED","Software & Services","29/05/2008",20378568
"PIM","PINNACLE MINERALS LIMITED","Materials","23/03/2022",4910652
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","Pharmaceuticals, Biotechnology & Life Sciences","16/04/2015",119769202
"PKD","PARKD LTD","Commercial & Professional Services","06/12/2017",2850913
"PKO","PEAKO LIMITED","Materials","02/12/2009",4236583
"PL3","PATAGONIA LITHIUM LTD","Materials","31/03/2023",12298650
"PL8","PLATO INCOME MAXIMISER LIMITED.","Not Applic","05/05/2017",783509289
"PLG","PEARL GULL IRON LIMITED","Materials","20/09/2021",6136254
"PLL","PIEDMONT LITHIUM INC.","Materials","28/03/1983",1726385670
"PLS","PILBARA MINERALS LIMITED","Materials","19/09/2007",14960929163
"PLT","PLENTI GROUP LIMITED","Financial Services","23/09/2020",66646099
"PLY","PLAYSIDE STUDIOS LIMITED","Media & Entertainment","17/12/2020",142382354
"PMC","PLATINUM CAPITAL LIMITED","Not Applic","29/06/1994",378242932
"PME","PRO MEDICUS LIMITED","Health Care Equipment & Services","10/10/2000",6325461564
"PMT","PATRIOT BATTERY METALS INC.","Materials","07/12/2022",673433896
"PMV","PREMIER INVESTMENTS LIMITED","Consumer Discretionary Distribution & Retail","15/12/1987",4006091917
"PNC","PIONEER CREDIT LIMITED","Financial Services","01/05/2014",40859594
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","Financial Services","19/06/2007",1822582904
"PNM","PACIFIC NICKEL MINES LIMITED","Materials","26/11/2002",34800360
"PNN","POWER MINERALS LIMITED","Materials","15/04/2005",44123913
"PNR","PANTORO LIMITED","Materials","21/05/1987",221103902
"PNT","PANTHER METALS LTD","Materials","10/12/2021",6546925
"PNV","POLYNOVO LIMITED","Health Care Equipment & Services","26/11/1998",969777015
"PNX","PNX METALS LIMITED","Materials","12/02/2008",16141874
"PO3","PURIFLOH LIMITED","Utilities","30/12/2010","SUSPENDED"
"POD","PODIUM MINERALS LIMITED","Materials","28/02/2018",23681879
"POL","POLYMETALS RESOURCES LTD","Materials","29/06/2021",41652668
"POS","POSEIDON NICKEL LIMITED","Materials","29/11/1993",122545112
"POW","PROTEAN ENERGY LIMITED","Capital Goods","21/12/2006","SUSPENDED"
"PPC","PEET LIMITED","Real Estate Management & Development","05/08/2004",596317870
"PPE","PEOPLEIN LIMITED","Commercial & Professional Services","22/11/2017",295528399
"PPG","PRO-PAC PACKAGING LIMITED","Materials","27/04/2005",54506313
"PPK","PPK GROUP LIMITED","Materials","21/12/1994",158934942
"PPL","PUREPROFILE LTD","Media & Entertainment","29/07/2015",31733026
"PPM","PEPPER MONEY LIMITED","Financial Services","25/05/2021",558495162
"PPS","PRAEMIUM LIMITED","Software & Services","11/05/2006",319107479
"PPT","PERPETUAL LIMITED","Financial Services","24/06/1964",2785935578
"PPY","PAPYRUS AUSTRALIA LIMITED","Materials","15/04/2005",13302293
"PR1","PURE RESOURCES LIMITED","Materials","21/04/2022",8437502
"PRL","PROVINCE RESOURCES LTD","Materials","09/02/1994","SUSPENDED"
"PRM","PROMINENCE ENERGY LIMITED","Energy","23/01/1992",2424609
"PRN","PERENTI LIMITED","Materials","06/01/1994",788987090
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","Software & Services","22/04/1998",44166560
"PRS","PROSPECH LIMITED.","Materials","04/12/2020",8294554
"PRT","PRT COMPANY LIMITED","Media & Entertainment","30/08/1984","SUSPENDED"
"PRU","PERSEUS MINING LIMITED","Materials","22/09/2004",2790693174
"PRX","PRODIGY GOLD NL","Materials","21/08/1986",15759970
"PSC","PROSPECT RESOURCES LIMITED","Materials","04/12/2009",64716325
"PSI","PSC INSURANCE GROUP LIMITED","Insurance","15/12/2015",1721510178
"PSL","PATERSON RESOURCES LTD","Materials","18/10/2006",11124241
"PSQ","PACIFIC SMILES GROUP LIMITED","Health Care Equipment & Services","21/11/2014",206658610
"PTL","PENTAL LIMITED","Household & Personal Products","29/08/2000",57103932
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","Financial Services","23/05/2007",1017887892
"PTR","PETRATHERM LTD","Materials","27/07/2004",16182082
"PTX","PRESCIENT THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/12/1986",73256801
"PUA","PEAK MINERALS LIMITED","Materials","17/07/2003",4165506
"PUR","PURSUIT MINERALS LTD","Materials","10/09/2008",49527707
"PV1","PROVARIS ENERGY LTD","Energy","21/03/2005",24168340
"PVE","PO VALLEY ENERGY LIMITED","Energy","14/12/2004",79899352
"PVL","POWERHOUSE VENTURES LIMITED","Financial Services","12/10/2016",6399388
"PVS","PIVOTAL SYSTEMS CORPORATION","Semiconductors & Semiconductor Equipment","02/07/2018",3742331
"PVT","PIVOTAL METALS LIMITED","Materials","26/07/2018",14290075
"PVW","PVW RESOURCES LIMITED","Materials","12/11/2009",7187843
"PWH","PWR HOLDINGS LIMITED","Automobiles & Components","18/11/2015",909445880
"PWN","PARKWAY CORPORATE LIMITED","Materials","13/05/2011",25608417
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","27/04/2021",453870347
"PXA","PEXA GROUP LIMITED","Real Estate Management & Development","01/07/2021",2354886465
"PXS","PHARMAXIS LTD","Pharmaceuticals, Biotechnology & Life Sciences","10/11/2003",39577137
"PXX","POLARX LIMITED","Materials","21/12/2012",20308652
"PYC","PYC THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/03/2005",196448951
"PYR","PAYRIGHT LIMITED","Financial Services","23/12/2020",11451507
"QAL","QUALITAS LIMITED","Real Estate Management & Development","16/12/2021",822924627
"QAN","QANTAS AIRWAYS LIMITED","Transportation","31/07/1995",11845902248
"QBE","QBE INSURANCE GROUP LIMITED","Insurance","28/06/1973",21769523695
"QEM","QEM LIMITED","Materials","19/10/2018",26401384
"QFE","QUICKFEE LIMITED","Financial Services","11/07/2019",14312804
"QGL","QUANTUM GRAPHITE LIMITED","Materials","06/01/2014",171870000
"QHL","QUICKSTEP HOLDINGS LIMITED","Capital Goods","17/10/2005",21159233
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","Commercial & Professional Services","31/08/2016",117769406
"QML","QMINES LIMITED","Materials","06/05/2021",21584029
"QOR","QORIA LIMITED","Software & Services","29/08/2016",179608222
"QPM","QUEENSLAND PACIFIC METALS LIMITED","Materials","14/03/2008",227025230
"QRI","QUALITAS REAL ESTATE INCOME FUND","Not Applic","27/11/2018",555749516
"QUB","QUBE HOLDINGS LIMITED","Transportation","04/01/2007",5491521450
"QUE","QUESTE COMMUNICATIONS LIMITED","Financial Services","11/11/1998",649736
"QVE","QV EQUITIES LIMITED","Not Applic","22/08/2014",213092110
"QXR","QX RESOURCES LIMITED","Materials","17/02/2011",32287044
"R3D","R3D RESOURCES LIMITED","Media & Entertainment","17/12/2004",5937882
"R8R","REGENER8 RESOURCES NL","Materials","08/07/2022",8466063
"RAC","RACE ONCOLOGY LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2016",287001053
"RAD","RADIOPHARM THERANOSTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","25/11/2021",54290086
"RAG","RAGNAR METALS LIMITED","Materials","31/03/2005",6066958
"RAN","RANGE INTERNATIONAL LIMITED","Materials","22/07/2016","SUSPENDED"
"RAS","RAGUSA MINERALS LTD","Materials","13/07/2010",11693100
"RB6","RUBIX RESOURCES LIMITED","Materials","23/12/2021",6291000
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","Consumer Services","28/09/2017",859586223
"RBL","REDBUBBLE LIMITED","Consumer Discretionary Distribution & Retail","16/05/2016",109699488
"RBR","RBR GROUP LIMITED","Materials","02/02/2007",4855214
"RBX","RESOURCE BASE LIMITED.","Materials","12/07/2021",13642940
"RC1",,"Materials","21/03/2003",
"RCE","RECCE PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/01/2016",108735129
"RCL","READCLOUD LIMITED","Software & Services","07/02/2018",8163098
"RCR","RINCON RESOURCES LIMITED","Materials","21/12/2020",4469893
"RCT","REEF CASINO TRUST","Consumer Services","11/02/1994",164343419
"RCW","RIGHTCROWD LIMITED","Software & Services","18/09/2017",3947877
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","Capital Goods","19/05/2011",150026046
"RDM","RED METAL LIMITED","Materials","27/10/2003",16700239
"RDN","RAIDEN RESOURCES LIMITED","Materials","12/03/1987",5563747
"RDS","REDSTONE RESOURCES LIMITED","Materials","03/08/2006",7459906
"RDY","READYTECH HOLDINGS LIMITED","Software & Services","17/04/2019",325817275
"REA","REA GROUP LTD","Media & Entertainment","01/12/1999",18488483347
"REC","RECHARGE METALS LIMITED","Materials","11/10/2021",17095625
"RED","RED 5 LIMITED","Materials","16/10/1996",536219924
"REE","RAREX LIMITED","Materials","11/07/2007",30740671
"REG","REGIS HEALTHCARE LIMITED","Health Care Equipment & Services","07/10/2014",665006954
"REH","REECE LIMITED","Capital Goods","01/01/1974",11873189247
"REM","REMSENSE TECHNOLOGIES LIMITED","Capital Goods","02/11/2021",5626205
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","20/10/2021",351731763
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","Transportation","09/11/2005",144501017
"REY","REY RESOURCES LIMITED","Energy","05/06/2006",30722243
"REZ","RESOURCES & ENERGY GROUP LIMITED","Materials","11/03/2005",7497087
"RF1","REGAL INVESTMENT FUND","Not Applic","17/06/2019",558834830
"RFA","RARE FOODS AUSTRALIA LIMITED","Food, Beverage & Tobacco","14/11/2017",14767546
"RFF","RURAL FUNDS GROUP","Equity Real Estate Investment Trusts (REITs)","14/02/2014",719681763
"RFG","RETAIL FOOD GROUP LIMITED","Consumer Services","22/06/2006",151688921
"RFT","RECTIFIER TECHNOLOGIES LTD","Capital Goods","22/09/1994",74287833
"RFX","REDFLOW LIMITED","Capital Goods","14/12/2010",30561642
"RG8","REGAL ASIAN INVESTMENTS LIMITED","Not Applic","13/11/2019",408489426
"RGI","ROTO-GRO INTERNATIONAL LIMITED","Capital Goods","10/02/2017","SUSPENDED"
"RGL","RIVERSGOLD LIMITED","Materials","10/10/2017",16072951
"RGN","REGION GROUP","Equity Real Estate Investment Trusts (REITs)","26/11/2012",2860746038
"RGS","REGENEUS LTD","Pharmaceuticals, Biotechnology & Life Sciences","19/09/2013",3370806
"RHC","RAMSAY HEALTH CARE LIMITED","Health Care Equipment & Services","24/09/1997",13832812564
"RHI","RED HILL MINERALS LIMITED","Materials","14/02/2006",299992300
"RHT","RESONANCE HEALTH LIMITED","Health Care Equipment & Services","23/10/1987",19368283
"RHY","RHYTHM BIOSCIENCES LIMITED","Health Care Equipment & Services","07/12/2017",113382146
"RIC","RIDLEY CORPORATION LIMITED","Food, Beverage & Tobacco","13/08/1987",651769749
"RIE","RIEDEL RESOURCES LIMITED","Materials","31/01/2011",8258535
"RIM","RIMFIRE PACIFIC MINING LIMITED","Materials","04/03/1997",15815291
"RIO","RIO TINTO LIMITED","Materials","19/09/1962",40618478355
"RKN","RECKON LIMITED","Software & Services","19/07/1999",56647416
"RLC","REEDY LAGOON CORPORATION LIMITED","Materials","22/06/2007",3400318
"RLF","RLF AGTECH LTD","Materials","21/04/2022",27739992
"RLG","ROOLIFE GROUP LTD","Media & Entertainment","16/11/2016",5756465
"RLT","RENERGEN LIMITED","Energy","06/06/2019",252531533
"RMC","RESIMAC GROUP LTD","Financial Services","19/03/2001",373903796
"RMD","RESMED INC","Health Care Equipment & Services","25/11/1999",49500939354
"RMI","RESOURCE MINING CORPORATION LIMITED","Materials","14/02/1985",31542447
"RML","RESOLUTION MINERALS LTD","Materials","22/09/2017",5029167
"RMS","RAMELIUS RESOURCES LIMITED","Materials","31/03/2003",1332845122
"RMX","RED MOUNTAIN MINING LIMITED","Materials","01/09/2011",9087404
"RMY","RMA GLOBAL LIMITED","Media & Entertainment","05/07/2018",50214837
"RND","RAND MINING LIMITED","Materials","15/08/1985",67113634
"RNE","RENU ENERGY LIMITED","Utilities","12/09/2002",21144102
"RNO","RHINOMED LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","21/09/2007",22857576
"RNT","RENT.COM.AU LIMITED","Media & Entertainment","26/05/1994",12841355
"RNU","RENASCOR RESOURCES LIMITED","Materials","15/12/2010",558669650
"RNX","RENEGADE EXPLORATION LIMITED","Materials","14/11/2006",12325609
"ROC","ROCKETBOOTS LIMITED","Software & Services","07/12/2021",4518750
"ROG","RED SKY ENERGY LIMITED.","Energy","23/05/2007",21208909
"RON","RONIN RESOURCES LTD","Materials","16/12/2021",4111251
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","Capital Goods","07/12/2017",902464
"RPG","RAPTIS GROUP LIMITED","Real Estate Management & Development","17/07/1986",1269727
"RPL","REGAL PARTNERS LIMITED","Financial Services","21/06/2019",789472840
"RPM","RPM AUTOMOTIVE GROUP LIMITED","Automobiles & Components","10/11/1983",16596630
"RR1","REACH RESOURCES LIMITED","Materials","06/11/2002",16530304
"RRL","REGIS RESOURCES LIMITED","Materials","19/02/1987",1562903665
"RRR","REVOLVER RESOURCES HOLDINGS LTD","Materials","23/09/2021",29953033
"RSG","RESOLUTE MINING LIMITED","Materials","11/01/1979",979343022
"RSH","RESPIRI LIMITED","Health Care Equipment & Services","14/07/2000","SUSPENDED"
"RTE","RETECH TECHNOLOGY CO. LIMITED","Consumer Services","22/06/2017","SUSPENDED"
"RTG","RTG MINING INC.","Materials","05/06/2014",47807123
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","Commercial & Professional Services","23/11/2021",21820121
"RTR","RUMBLE RESOURCES LIMITED","Materials","01/07/2011",122216126
"RUL","RPMGLOBAL HOLDINGS LIMITED","Software & Services","27/05/2008",309562121
"RVR","RED RIVER RESOURCES LIMITED","Materials","15/07/2005","SUSPENDED"
"RVS","REVASUM INC.","Semiconductors & Semiconductor Equipment","04/12/2018",24360830
"RVT","RICHMOND VANADIUM TECHNOLOGY LIMITED","Materials","13/12/2022",84296666
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","Capital Goods","29/04/2016",3318398013
"RWD","REWARD MINERALS LTD","Materials","12/12/1991",14126895
"RWL","RUBICON WATER LIMITED","Technology Hardware & Equipment","02/09/2021",108287616
"RXH","REWARDLE HOLDINGS LIMITED","Media & Entertainment","07/10/2014",18421252
"RXL","ROX RESOURCES LIMITED","Materials","27/04/2004",75158677
"RXM","REX MINERALS LIMITED","Materials","20/09/2007",136341145
"RYD","RYDER CAPITAL LIMITED","Not Applic","28/09/2015",89480154
"RZI","RAIZ INVEST LIMITED","Financial Services","21/06/2018",36443732
"S2R","S2 RESOURCES LTD","Materials","19/10/2015",53311898
"S32","SOUTH32 LIMITED","Materials","18/05/2015",18493137580
"S3N","SENSORE LTD.","Class Pend","11/02/2022",18371370
"S66","STAR COMBO PHARMA LIMITED","Household & Personal Products","16/05/2018",15534543
"SAN","SAGALIO ENERGY LIMITED","Energy","15/12/2011",2865242
"SAU","SOUTHERN GOLD LIMITED","Materials","21/04/2005",6906561
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","Not Applic","16/06/2021",58251089
"SBM","ST BARBARA LIMITED","Materials","15/05/1969",477676862
"SBR","SABRE RESOURCES LIMITED","Materials","17/12/1987",7287155
"SBW","SHEKEL BRAINWEIGH LTD","Software & Services","20/11/2018",14893364
"SCG","SCENTRE GROUP","Equity Real Estate Investment Trusts (REITs)","25/06/2014",14429251782
"SCL","SCHROLE GROUP LTD","Software & Services","11/11/2013",11056952
"SCN","SCORPION MINERALS LIMITED","Materials","07/03/2007",22816609
"SCT","SCOUT SECURITY LIMITED","Consumer Services","25/08/2017",6228037
"SCU","STEMCELL UNITED LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/06/2000",5138919
"SDF","STEADFAST GROUP LIMITED","Insurance","02/08/2013",6252142608
"SDG","SUNLAND GROUP LIMITED","Real Estate Management & Development","28/02/1995",194411511
"SDI","SDI LIMITED","Health Care Equipment & Services","07/11/1985",93309441
"SDR","SITEMINDER LIMITED","Software & Services","08/11/2021",825198318
"SDV","SCIDEV LTD","Materials","02/05/2002",64533197
"SE1","SENSERA LIMITED","Semiconductors & Semiconductor Equipment","23/12/2016","SUSPENDED"
"SEC","SPHERIA EMERGING COMPANIES LIMITED","Not Applic","05/12/2017",113383943
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","Media & Entertainment","28/11/2000",58750206
"SEK","SEEK LIMITED","Media & Entertainment","19/04/2005",8681086030
"SEN","SENETAS CORPORATION LIMITED","Technology Hardware & Equipment","21/06/1984",31567656
"SEQ","SEQUOIA FINANCIAL GROUP LTD","Financial Services","19/09/2000",77667141
"SER","STRATEGIC ENERGY RESOURCES LIMITED","Materials","15/08/1991",5044643
"SES","SECOS GROUP LTD","Materials","21/11/1996",29674033
"SFC","SCHAFFER CORPORATION LIMITED","Automobiles & Components","01/01/1974",238776603
"SFG","SEAFARMS GROUP LIMITED","Food, Beverage & Tobacco","14/06/1990",24182996
"SFM","SANTA FE MINERALS LTD","Materials","07/10/2011",4369127
"SFR","SANDFIRE RESOURCES LIMITED","Materials","04/03/2004",2672817779
"SFX","SHEFFIELD RESOURCES LIMITED","Materials","15/12/2010",188462933
"SGA","SARYTOGAN GRAPHITE LIMITED","Materials","18/07/2022",43581331
"SGC","SACGASCO LIMITED","Energy","11/10/2005",3694343
"SGF","SG FLEET GROUP LIMITED","Commercial & Professional Services","04/03/2014",694229388
"SGI","STEALTH GLOBAL HOLDINGS LTD","Capital Goods","02/10/2018",10967000
"SGLLV","RICEGROWERS LIMITED","Food, Beverage & Tobacco","08/04/2019",403598626
"SGM","SIMS LIMITED","Materials","21/10/2005",2814654746
"SGP","STOCKLAND","Equity Real Estate Investment Trusts (REITs)","19/02/1987",10599042179
"SGQ","ST GEORGE MINING LIMITED","Materials","16/11/2010",33620422
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","Consumer Services","06/06/2011",1999070883
"SHA","SHAPE AUSTRALIA CORPORATION LIMITED","Capital Goods","17/12/2021",130243246
"SHE","STONEHORSE ENERGY LIMITED","Energy","24/07/2000",10266901
"SHG","SINGULAR HEALTH GROUP LTD","Health Care Equipment & Services","12/02/2021",6420771
"SHJ","SHINE JUSTICE LTD","Consumer Services","15/05/2013",118684341
"SHL","SONIC HEALTHCARE LIMITED","Health Care Equipment & Services","30/04/1987",16877033276
"SHM","SHRIRO HOLDINGS LIMITED","Consumer Durables & Apparel","23/06/2015",70383439
"SHN","SUNSHINE GOLD LIMITED","Materials","25/01/2002",16146497
"SHO","SPORTSHERO LIMITED","Media & Entertainment","12/06/2008",10350020
"SHP","SOUTH HARZ POTASH LTD","Materials","20/01/2017",21000435
"SHV","SELECT HARVESTS LIMITED","Food, Beverage & Tobacco","15/06/1978",521762842
"SI6","SI6 METALS LIMITED","Materials","18/01/2008",7476973
"SIG","SIGMA HEALTHCARE LIMITED","Health Care Equipment & Services","30/10/2002",736197109
"SIH","SIHAYO GOLD LIMITED","Materials","31/03/1988",12204256
"SIO","SIMONDS GROUP LIMITED","Consumer Durables & Apparel","17/11/2014",41389242
"SIQ","SMARTGROUP CORPORATION LTD","Commercial & Professional Services","02/07/2014",962323110
"SIS","SIMBLE SOLUTIONS LIMITED","Software & Services","22/02/2018",4220655
"SIT","SITE GROUP INTERNATIONAL LIMITED","Consumer Services","21/08/1987",8637692
"SIV","SIV CAPITAL LIMITED","Capital Goods","31/05/2005",9233804
"SIX","SPRINTEX LIMITED","Automobiles & Components","29/05/2008",6867567
